X,Y,FID,inci_no,descript,alm_date,alm_time,station,number,street,st_type,st_suffix,addr_2,apt_room,xst_prefix,xstreet,xst_type,xst_suffix,latitude,longitude,inci_type,clr_date,clr_time,alarms,complete,LastUpdateDate,StartDate,EndDate
-93.269444,44.997778,1022,14-0016611,Building fire                                     ,2014/05/26 00:00:00,00:01:43,02 ,88      ,11                       ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,44.997778,-93.269444,111 ,2014/05/26 00:00:00,01:09:57,1,1,2014/05/26 05:51:34,May 26 2014 12:01AM,May 26 2014  1:09AM
-93.310793,45.01144,1023,14-0016681,Fires in structure other than in a building       ,2014/05/26 00:00:00,18:30:11,14 ,        ,Russell                  ,AVE ,N ,                                        ,               ,N ,30                       ,AVE ,  ,45.01144,-93.310793,112 ,2014/05/26 00:00:00,18:40:39,1,1,2014/05/27 05:51:27,May 26 2014  6:30PM,May 26 2014  6:40PM
-93.308898,45.004303,1024,14-0016695,Dumpster or other outside trash receptacle fire   ,2014/05/26 00:00:00,19:49:50,14 ,2239    ,BROADWAY                 ,    ,  ,                                        ,               ,  ,                         ,    ,  ,45.004303,-93.308898,154 ,2014/05/26 00:00:00,20:05:55,1,1,2014/05/27 05:51:27,May 26 2014  7:49PM,May 26 2014  8:05PM
-93.26462,45.00307,1025,14-0016564,Fires in structure other than in a building       ,2014/05/25 00:00:00,15:15:30,02 ,1506    ,2                        ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.00307,-93.26462,112 ,2014/05/25 00:00:00,16:18:20,1,1,2014/06/11 05:51:32,May 25 2014  3:15PM,May 25 2014  4:18PM
-93.273611,44.978889,1026,14-0016444,Dumpster or other outside trash receptacle fire   ,2014/05/24 00:00:00,16:40:48,01 ,600     ,Hennepin                 ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.978889,-93.273611,154 ,2014/05/24 00:00:00,16:51:21,1,1,2014/05/25 05:51:30,May 24 2014  4:40PM,May 24 2014  4:51PM
-93.310804,45.017629,1027,14-0016451,Building fire                                     ,2014/05/24 00:00:00,17:59:54,14 ,3443    ,Russell                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.017629,-93.310804,111 ,2014/05/24 00:00:00,19:20:58,1,1,2014/05/29 05:51:32,May 24 2014  5:59PM,May 24 2014  7:20PM
-93.2269,44.9987,1028,14-0016382,Passenger vehicle fire                            ,2014/05/24 00:00:00,03:59:29,15 ,        ,Stinson                  ,BLVD,NE,                                        ,               ,NE,Broadway                 ,ST  ,  ,44.9987,-93.2269,131 ,2014/05/24 00:00:00,04:21:15,1,1,2014/05/25 05:51:30,May 24 2014  3:59AM,May 24 2014  4:21AM
-93.227279,44.898113,1029,14-0016239,Passenger vehicle fire                            ,2014/05/23 00:00:00,03:55:25,12 ,        ,31                       ,AVE ,S ,                                        ,               ,E ,58                       ,ST  ,  ,44.898113,-93.227279,131 ,2014/05/23 00:00:00,05:34:28,1,1,2014/05/29 05:51:32,May 23 2014  3:55AM,May 23 2014  5:34AM
-93.287222,44.946667,1030,14-0016417,"Cooking fire, confined to container               ",2014/05/24 00:00:00,12:53:00,08 ,625     ,31                       ,ST  ,W ,                                        ,               ,  ,                         ,    ,  ,44.946667,-93.287222,113 ,2014/05/24 00:00:00,13:02:15,1,1,2014/05/25 05:51:30,May 24 2014 12:53PM,May 24 2014  1:02PM
-93.284807,44.971704,1031,14-0016424,Passenger vehicle fire                            ,2014/05/24 00:00:00,14:02:38,06 ,        ,Harmon                   ,PL  ,  ,                                        ,               ,  ,Maple                    ,ST  ,  ,44.971704,-93.284807,131 ,2014/05/24 00:00:00,14:17:14,1,1,2014/05/25 05:51:30,May 24 2014  2:02PM,May 24 2014  2:17PM
-93.301952,44.991993,1032,14-0016553,"Natural vegetation fire, Other                    ",2014/05/25 00:00:00,13:27:34,04 ,1332    ,Knox                     ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.991993,-93.301952,140 ,2014/05/25 00:00:00,14:10:32,1,1,2014/05/26 05:51:34,May 25 2014  1:27PM,May 25 2014  2:10PM
-93.209997,44.977881,1033,14-0024831,Passenger vehicle fire                            ,2014/08/03 00:00:00,08:39:55,19 ,550     ,Kasota                   ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.977881,-93.209997,131 ,2014/08/03 00:00:00,09:42:31,1,1,2014/08/06 05:51:32,Aug  3 2014  8:39AM,Aug  3 2014  9:42AM
-93.245671,44.964005,1034,14-0016887,"Cooking fire, confined to container               ",2014/05/28 00:00:00,13:59:33,07 ,1901    ,Minnehaha                ,AVE ,  ,                                        ,416            ,  ,                         ,    ,  ,44.964005,-93.245671,113 ,2014/05/28 00:00:00,14:24:07,1,1,2014/05/29 05:51:32,May 28 2014  1:59PM,May 28 2014  2:24PM
-93.263056,44.999722,1035,14-0028691,Building fire                                     ,2014/09/05 00:00:00,05:44:46,02 ,1201    ,University               ,AVE ,NE,                                        ,               ,  ,                         ,    ,  ,44.999722,-93.263056,111 ,2014/09/05 00:00:00,06:25:59,1,1,2014/09/06 05:51:46,Sep  5 2014  5:44AM,Sep  5 2014  6:25AM
-93.286667,45.009444,1036,14-0028694,"Special outside fire, Other                       ",2014/09/05 00:00:00,06:05:06,14 ,621     ,29                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.009444,-93.286667,160 ,2014/09/05 00:00:00,06:20:30,1,1,2014/09/06 05:51:46,Sep  5 2014  6:05AM,Sep  5 2014  6:20AM
-93.27056,44.982662,1037,14-0016771,"Trash or rubbish fire, contained                  ",2014/05/27 00:00:00,12:26:02,04 ,251     ,1                        ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.982662,-93.27056,118 ,2014/05/27 00:00:00,12:31:23,1,1,2014/05/28 05:51:30,May 27 2014 12:26PM,May 27 2014 12:31PM
-93.285833,45.043889,1038,14-0028715,Passenger vehicle fire                            ,2014/09/05 00:00:00,12:09:47,20 ,512     ,49                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.043889,-93.285833,131 ,2014/09/05 00:00:00,12:29:42,1,1,2014/09/09 05:51:33,Sep  5 2014 12:09PM,Sep  5 2014 12:29PM
-93.281828,44.923207,1039,14-0016706,"Trash or rubbish fire, contained                  ",2014/05/26 00:00:00,22:00:04,17 ,4401    ,Pillsbury                ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.923207,-93.281828,118 ,2014/05/26 00:00:00,23:00:29,1,1,2014/05/29 05:51:32,May 26 2014 10:00PM,May 26 2014 11:00PM
-93.274033,44.96617,1040,14-0016726,"Cooking fire, confined to container               ",2014/05/27 00:00:00,03:43:14,06 ,1710    ,2                        ,AVE ,S ,                                        ,21             ,  ,                         ,    ,  ,44.96617,-93.274033,113 ,2014/05/27 00:00:00,04:04:02,1,1,2014/05/27 05:51:27,May 27 2014  3:43AM,May 27 2014  4:04AM
-93.291806,45.012231,1041,14-0016727,Dumpster or other outside trash receptacle fire   ,2014/05/27 00:00:00,04:25:33,14 ,1014    ,31                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.012231,-93.291806,154 ,2014/05/27 00:00:00,04:41:15,1,1,2014/05/27 05:51:27,May 27 2014  4:25AM,May 27 2014  4:41AM
-93.288333,44.894167,1042,14-0016515,Passenger vehicle fire                            ,2014/05/25 00:00:00,05:41:42,27 ,6010    ,Lyndale                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.894167,-93.288333,131 ,2014/05/25 00:00:00,05:56:05,1,1,2014/05/28 05:51:30,May 25 2014  5:41AM,May 25 2014  5:56AM
-93.258896,45.004273,1043,14-0016684,Building fire                                     ,2014/05/26 00:00:00,18:48:30,02 ,1610    ,6                        ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.004273,-93.258896,111 ,2014/05/26 00:00:00,21:24:55,1,1,2014/05/29 05:51:32,May 26 2014  6:48PM,May 26 2014  9:24PM
-93.26255,44.967958,1044,14-0016736,Dumpster or other outside trash receptacle fire   ,2014/05/27 00:00:00,06:44:32,01 ,1508    ,CHICAGO                  ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.967958,-93.26255,154 ,2014/05/27 00:00:00,07:03:53,1,1,2014/05/28 05:51:30,May 27 2014  6:44AM,May 27 2014  7:03AM
-93.233131,44.951604,1045,14-0017136,"Outside rubbish, trash or waste fire              ",2014/05/30 00:00:00,15:24:01,07 ,2820    ,27                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.951604,-93.233131,151 ,2014/05/30 00:00:00,16:10:04,1,1,2014/05/31 05:51:38,May 30 2014  3:24PM,May 30 2014  4:10PM
-93.272741,44.926688,1046,14-0016958,"Trash or rubbish fire, contained                  ",2014/05/29 00:00:00,04:57:41,17 ,4208    ,3                        ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.926688,-93.272741,118 ,2014/05/29 00:00:00,05:08:14,1,1,2014/05/29 05:51:32,May 29 2014  4:57AM,May 29 2014  5:08AM
-93.226944,44.951944,1047,14-0017175,"Outside rubbish, trash or waste fire              ",2014/05/30 00:00:00,21:37:27,07 ,3100    ,28                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.951944,-93.226944,151 ,2014/05/30 00:00:00,21:46:49,1,1,2014/05/31 05:51:38,May 30 2014  9:37PM,May 30 2014  9:46PM
-93.229651,44.962767,1048,14-0017233,"Cooking fire, confined to container               ",2014/05/31 00:00:00,11:27:18,07 ,2910    ,Franklin                 ,AVE ,E ,                                        ,               ,  ,                         ,    ,  ,44.962767,-93.229651,113 ,2014/05/31 00:00:00,11:49:14,1,1,2014/06/01 05:51:38,May 31 2014 11:27AM,May 31 2014 11:49AM
-93.303222,45.022641,1049,14-0016968,Building fire                                     ,2014/05/29 00:00:00,08:30:12,14 ,3723    ,Logan                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.022641,-93.303222,111 ,2014/05/29 00:00:00,09:46:40,1,1,2014/05/31 05:51:38,May 29 2014  8:30AM,May 29 2014  9:46AM
-93.288356,44.891283,1050,14-0017651,Passenger vehicle fire                            ,2014/06/03 00:00:00,20:57:39,27 ,6150    ,LYNDALE                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.891283,-93.288356,131 ,2014/06/03 00:00:00,22:03:04,1,1,2014/06/11 05:51:32,Jun  3 2014  8:57PM,Jun  3 2014 10:03PM
-93.265114,44.959114,1051,14-0017383,Passenger vehicle fire                            ,2014/06/01 00:00:00,17:26:17,05 ,        ,Park                     ,AVE ,  ,                                        ,               ,E ,24                       ,ST  ,  ,44.959114,-93.265114,131 ,2014/06/01 00:00:00,17:41:00,1,1,2014/06/02 05:51:43,Jun  1 2014  5:26PM,Jun  1 2014  5:41PM
-93.310594,45.048074,1052,14-0017407,"Cooking fire, confined to container               ",2014/06/01 00:00:00,20:21:14,20 ,5127    ,Queen                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.048074,-93.310594,113 ,2014/06/01 00:00:00,20:31:15,1,1,2014/06/02 05:51:43,Jun  1 2014  8:21PM,Jun  1 2014  8:31PM
-93.286706,45.031536,1053,14-0017124,Brush or brush-and-grass mixture fire             ,2014/05/30 00:00:00,13:32:57,20 ,2       ,- 698 42                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.031536,-93.286706,142 ,2014/05/30 00:00:00,17:25:29,1,1,2014/06/03 05:51:32,May 30 2014  1:32PM,May 30 2014  5:25PM
-93.302071,44.951604,1054,14-0017738,Passenger vehicle fire                            ,2014/06/04 00:00:00,13:56:00,22 ,2829    ,Irving                   ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.951604,-93.302071,131 ,2014/06/04 00:00:00,14:06:53,1,1,2014/06/05 05:51:30,Jun  4 2014  1:56PM,Jun  4 2014  2:06PM
-93.305699,44.948163,1055,14-0017419,Building fire                                     ,2014/06/01 00:00:00,22:47:43,22 ,3017    ,CALHOUN PKWY             ,    ,  ,                                        ,               ,  ,                         ,    ,  ,44.948163,-93.305699,111 ,2014/06/02 00:00:00,00:34:49,1,1,2014/06/13 05:51:37,Jun  1 2014 10:47PM,Jun  2 2014 12:34AM
-93.28807,44.963292,1056,14-0017765,Passenger vehicle fire                            ,2014/06/04 00:00:00,17:14:27,06 ,1936    ,Lyndale                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.963292,-93.28807,131 ,2014/06/04 00:00:00,18:01:16,1,1,2014/06/05 05:51:30,Jun  4 2014  5:14PM,Jun  4 2014  6:01PM
-93.256248,44.995189,1057,14-0017536,"Trash or rubbish fire, contained                  ",2014/06/02 00:00:00,20:27:13,11 ,607     ,Adams                    ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,44.995189,-93.256248,118 ,2014/06/02 00:00:00,20:39:29,1,1,2014/06/05 05:51:30,Jun  2 2014  8:27PM,Jun  2 2014  8:39PM
-93.262583,44.920522,1058,14-0017821,Road freight or transport vehicle fire            ,2014/06/05 00:00:00,05:31:32,17 ,4554    ,Chicago                  ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.920522,-93.262583,132 ,2014/06/05 00:00:00,05:50:59,1,1,2014/06/06 05:51:35,Jun  5 2014  5:31AM,Jun  5 2014  5:50AM
-93.257573,44.949596,1059,14-0017917,Passenger vehicle fire                            ,2014/06/05 00:00:00,21:42:42,05 ,2928    ,12                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.949596,-93.257573,131 ,2014/06/05 00:00:00,22:09:37,1,1,2014/06/06 05:51:35,Jun  5 2014  9:42PM,Jun  5 2014 10:09PM
-93.284539,44.91104,1060,14-0017755,Dumpster or other outside trash receptacle fire   ,2014/06/04 00:00:00,16:27:29,27 ,401     ,PROSPECT                 ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.91104,-93.284539,154 ,2014/06/04 00:00:00,16:40:21,1,1,2014/06/05 05:51:30,Jun  4 2014  4:27PM,Jun  4 2014  4:40PM
-93.308348,44.977035,1061,14-0018002,"Outside rubbish, trash or waste fire              ",2014/06/06 00:00:00,15:50:06,16 ,        ,PENN                     ,AVE ,N ,                                        ,               ,W ,CHESTNUT                 ,AVE ,  ,44.977035,-93.308348,151 ,2014/06/06 00:00:00,16:26:30,1,1,2014/06/07 05:51:43,Jun  6 2014  3:50PM,Jun  6 2014  4:26PM
-93.273201,44.990003,1062,14-0018205,"Forest, woods or wildland fire                    ",2014/06/08 00:00:00,07:43:14,04 ,        ,RIVER                    ,ST  ,  ,                                        ,               ,W ,RIVER PKWY               ,    ,N ,44.990003,-93.273201,141 ,2014/06/08 00:00:00,09:05:22,1,1,2014/06/09 05:51:35,Jun  8 2014  7:43AM,Jun  8 2014  9:05AM
-93.262852,44.894313,1063,14-0022524,"Outside rubbish, trash or waste fire              ",2014/07/14 00:00:00,16:37:33,27 ,        ,60                       ,ST  ,E ,                                        ,               ,  ,Chicago                  ,AVE ,  ,44.894313,-93.262852,151 ,2014/07/14 00:00:00,16:46:48,1,1,2014/07/15 05:51:30,Jul 14 2014  4:37PM,Jul 14 2014  4:46PM
-93.282627,44.890624,1064,14-0022530,"Cooking fire, confined to container               ",2014/07/14 00:00:00,16:49:06,27 ,202     ,62                       ,ST  ,W ,                                        ,               ,  ,                         ,    ,  ,44.890624,-93.282627,113 ,2014/07/14 00:00:00,17:10:17,1,1,2014/07/15 05:51:30,Jul 14 2014  4:49PM,Jul 14 2014  5:10PM
-93.226944,44.951944,1065,14-0018846,Building fire                                     ,2014/06/14 00:00:00,03:13:45,07 ,3100    ,28                       ,ST  ,E ,                                        ,               ,  ,                         ,    ,  ,44.951944,-93.226944,111 ,2014/06/14 00:00:00,05:53:58,1,1,2014/06/20 05:51:35,Jun 14 2014  3:13AM,Jun 14 2014  5:53AM
-93.29565,45.024911,1066,14-0017957,"Outside rubbish, trash or waste fire              ",2014/06/06 00:00:00,09:13:40,14 ,3851    ,Fremont                  ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.024911,-93.29565,151 ,2014/06/06 00:00:00,09:25:04,1,1,2014/06/07 05:51:43,Jun  6 2014  9:13AM,Jun  6 2014  9:25AM
-93.267714,44.917914,1067,14-0017972,Passenger vehicle fire                            ,2014/06/06 00:00:00,11:56:13,27 ,        ,47                       ,ST  ,E ,                                        ,               ,  ,Portland                 ,AVE ,  ,44.917914,-93.267714,131 ,2014/06/06 00:00:00,12:11:45,1,1,2014/06/07 05:51:43,Jun  6 2014 11:56AM,Jun  6 2014 12:11PM
-93.257185,44.977224,1068,14-0018188,Passenger vehicle fire                            ,2014/06/08 00:00:00,02:59:19,01 ,        ,Chicago                  ,AVE ,  ,                                        ,               ,S ,Washington               ,AVE ,  ,44.977224,-93.257185,131 ,2014/06/08 00:00:00,03:43:46,1,1,2014/06/11 05:51:32,Jun  8 2014  2:59AM,Jun  8 2014  3:43AM
-93.291811,45.017088,1069,14-0018707,"Outside rubbish, trash or waste fire              ",2014/06/12 00:00:00,21:53:46,14 ,3421    ,Colfax                   ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.017088,-93.291811,151 ,2014/06/12 00:00:00,22:03:01,1,1,2014/06/13 05:51:37,Jun 12 2014  9:53PM,Jun 12 2014 10:03PM
-93.298116,45.013336,1070,14-0018148,Building fire                                     ,2014/06/07 00:00:00,20:43:42,14 ,3210    ,Humboldt                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.013336,-93.298116,111 ,2014/06/07 00:00:00,23:57:49,1,1,2014/06/11 05:51:32,Jun  7 2014  8:43PM,Jun  7 2014 11:57PM
-93.275921,44.962689,1071,14-0018626,"Excessive heat, scorch burns with no ignition     ",2014/06/12 00:00:00,09:59:03,06 ,111     ,Franklin                 ,AVE ,E ,                                        ,301            ,  ,                         ,    ,  ,44.962689,-93.275921,251 ,2014/06/12 00:00:00,10:18:04,1,1,2014/06/13 05:51:37,Jun 12 2014  9:59AM,Jun 12 2014 10:18AM
-93.232072,44.998699,1072,14-0018121,Passenger vehicle fire                            ,2014/06/07 00:00:00,14:40:59,15 ,        ,BROADWAY                 ,ST  ,NE,                                        ,               ,NE,ARTHUR                   ,ST  ,  ,44.998699,-93.232072,131 ,2014/06/07 00:00:00,16:35:24,1,1,2014/06/09 05:51:35,Jun  7 2014  2:40PM,Jun  7 2014  4:35PM
-93.269801,44.903619,1073,14-0018363,"Outside rubbish, trash or waste fire              ",2014/06/09 00:00:00,22:06:03,27 ,414     ,Diamond Lake             ,RD  ,E ,                                        ,               ,  ,                         ,    ,  ,44.903619,-93.269801,151 ,2014/06/09 00:00:00,22:21:57,1,1,2014/06/10 05:51:34,Jun  9 2014 10:06PM,Jun  9 2014 10:21PM
-93.291389,44.999167,1074,14-0018365,Brush or brush-and-grass mixture fire             ,2014/06/09 00:00:00,22:45:34,04 ,916     ,Broadway                 ,    ,  ,                                        ,               ,  ,                         ,    ,  ,44.999167,-93.291389,142 ,2014/06/09 00:00:00,23:04:40,1,1,2014/06/10 05:51:34,Jun  9 2014 10:45PM,Jun  9 2014 11:04PM
-93.219389,44.971347,1075,14-0023822,Passenger vehicle fire                            ,2014/07/25 00:00:00,10:34:27,19 ,2700    ,Delaware                 ,ST  ,SE,                                        ,               ,  ,                         ,    ,  ,44.971347,-93.219389,131 ,2014/07/25 00:00:00,10:45:41,1,1,2014/07/26 05:51:45,Jul 25 2014 10:34AM,Jul 25 2014 10:45AM
-93.266111,44.971111,1076,14-0020119,Passenger vehicle fire                            ,2014/06/24 00:00:00,12:21:27,01 ,949     ,PORTLAND                 ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.971111,-93.266111,131 ,2014/06/24 00:00:00,12:32:12,1,1,2014/06/25 05:51:35,Jun 24 2014 12:21PM,Jun 24 2014 12:32PM
-93.266726,44.970296,1077,14-0022471,Dumpster or other outside trash receptacle fire   ,2014/07/14 00:00:00,06:52:05,01 ,1025    ,Portland                 ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.970296,-93.266726,154 ,2014/07/14 00:00:00,07:20:01,1,1,2014/07/15 05:51:30,Jul 14 2014  6:52AM,Jul 14 2014  7:20AM
-93.228333,44.976111,1078,14-0018526,Passenger vehicle fire                            ,2014/06/11 00:00:00,14:45:48,19 ,1926    ,University               ,AVE ,SE,                                        ,               ,  ,                         ,    ,  ,44.976111,-93.228333,131 ,2014/06/11 00:00:00,15:04:01,1,1,2014/06/12 05:51:32,Jun 11 2014  2:45PM,Jun 11 2014  3:04PM
-93.235981,44.962758,1079,14-0018536,"Natural vegetation fire, Other                    ",2014/06/11 00:00:00,16:45:44,07 ,2511    ,FRANKLIN                 ,AVE ,E ,                                        ,               ,  ,                         ,    ,  ,44.962758,-93.235981,140 ,2014/06/11 00:00:00,16:59:48,1,1,2014/06/12 05:51:32,Jun 11 2014  4:45PM,Jun 11 2014  4:59PM
-93.286859,44.944398,1080,14-0018543,Building fire                                     ,2014/06/11 00:00:00,17:55:22,08 ,3217    ,Garfield                 ,AVE ,S ,                                        ,LOWER          ,  ,                         ,    ,  ,44.944398,-93.286859,111 ,2014/06/11 00:00:00,18:20:21,1,1,2014/06/12 05:51:32,Jun 11 2014  5:55PM,Jun 11 2014  6:20PM
-93.222948,44.899935,1081,14-0018517,Brush or brush-and-grass mixture fire             ,2014/06/11 00:00:00,13:23:12,12 ,5700    ,34                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.899935,-93.222948,142 ,2014/06/11 00:00:00,13:33:54,1,1,2014/06/12 05:51:32,Jun 11 2014  1:23PM,Jun 11 2014  1:33PM
-93.235981,44.962758,1082,14-0018733,Building fire                                     ,2014/06/13 00:00:00,04:33:22,07 ,2511    ,FRANKLIN                 ,AVE ,E ,                                        ,               ,  ,                         ,    ,  ,44.962758,-93.235981,111 ,2014/06/13 00:00:00,06:26:05,1,1,2014/06/17 05:51:33,Jun 13 2014  4:33AM,Jun 13 2014  6:26AM
-93.300643,45.018606,1083,14-0018739,Building fire                                     ,2014/06/13 00:00:00,07:46:52,14 ,3500    ,James                    ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.018606,-93.300643,111 ,2014/06/13 00:00:00,08:54:36,1,1,2014/06/17 05:51:33,Jun 13 2014  7:46AM,Jun 13 2014  8:54AM
-93.259137,45.015625,1084,14-0021557,Building fire                                     ,2014/07/06 00:00:00,03:46:24,15 ,2635    ,6                        ,ST  ,NE,                                        ,               ,  ,                         ,    ,  ,45.015625,-93.259137,111 ,2014/07/06 00:00:00,06:31:59,1,1,2014/07/10 05:51:30,Jul  6 2014  3:46AM,Jul  6 2014  6:31AM
-93.257514,44.956456,1085,14-0018709,Building fire                                     ,2014/06/12 00:00:00,22:17:07,05 ,2548    ,12                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.956456,-93.257514,111 ,2014/06/12 00:00:00,23:39:17,1,1,2014/06/17 05:51:33,Jun 12 2014 10:17PM,Jun 12 2014 11:39PM
-93.290876,44.919566,1086,14-0018711,Outside storage fire                              ,2014/06/12 00:00:00,22:50:03,27 ,        ,46                       ,ST  ,W ,                                        ,               ,S ,Bryant                   ,AVE ,  ,44.919566,-93.290876,161 ,2014/06/12 00:00:00,22:58:59,1,1,2014/06/14 05:51:38,Jun 12 2014 10:50PM,Jun 12 2014 10:58PM
-93.233056,44.95,1087,14-0018659,Passenger vehicle fire                            ,2014/06/12 00:00:00,14:24:11,21 ,2903    ,27                       ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.95,-93.233056,131 ,2014/06/12 00:00:00,14:39:14,1,1,2014/06/18 05:51:35,Jun 12 2014  2:24PM,Jun 12 2014  2:39PM
-93.263864,44.954953,1088,14-0018885,"Cooking fire, confined to container               ",2014/06/14 00:00:00,12:18:53,05 ,2631    ,Columbus                 ,AVE ,S ,                                        ,306            ,  ,                         ,    ,  ,44.954953,-93.263864,113 ,2014/06/14 00:00:00,12:37:14,1,1,2014/06/15 05:51:33,Jun 14 2014 12:18PM,Jun 14 2014 12:37PM
-93.274823,44.89422,1089,14-0019772,Passenger vehicle fire                            ,2014/06/21 00:00:00,13:28:52,27 ,6101    ,Interstate 35w Nb        ,    ,  ,                                        ,               ,  ,                         ,    ,  ,44.89422,-93.274823,131 ,2014/06/21 00:00:00,14:17:58,1,1,2014/06/27 05:51:35,Jun 21 2014  1:28PM,Jun 21 2014  2:17PM
-93.275293,44.963953,1090,14-0021335,Dumpster or other outside trash receptacle fire   ,2014/07/04 00:00:00,17:37:00,06 ,1901    ,Stevens                  ,AVE ,S ,                                        ,               ,  ,                         ,    ,  ,44.963953,-93.275293,154 ,2014/07/04 00:00:00,17:59:27,1,1,2014/07/05 05:51:40,Jul  4 2014  5:37PM,Jul  4 2014  5:59PM
-93.231111,44.965278,1091,14-0020134,"Outside rubbish, trash or waste fire              ",2014/06/24 00:00:00,13:46:15,07 ,2820    ,8                        ,ST  ,S ,                                        ,               ,  ,                         ,    ,  ,44.965278,-93.231111,151 ,2014/06/24 00:00:00,14:01:53,1,1,2014/06/25 05:51:35,Jun 24 2014  1:46PM,Jun 24 2014  2:01PM
-93.262504,44.928744,1092,14-0019012,"Outside rubbish, trash or waste fire              ",2014/06/15 00:00:00,00:30:33,17 ,        ,41                       ,ST  ,E ,                                        ,               ,  ,Chicago                  ,AVE ,  ,44.928744,-93.262504,151 ,2014/06/15 00:00:00,00:37:53,1,1,2014/06/16 05:51:30,Jun 15 2014 12:30AM,Jun 15 2014 12:37AM
-93.284534,44.895185,1093,14-0019231,"Forest, woods or wildland fire                    ",2014/06/16 00:00:00,21:11:47,27 ,        ,59half                   ,ST  ,W ,                                        ,               ,S ,Grand                    ,AVE ,  ,44.895185,-93.284534,141 ,2014/06/16 00:00:00,21:25:45,1,1,2014/06/18 05:51:35,Jun 16 2014  9:11PM,Jun 16 2014  9:25PM
-93.30148,44.978919,1094,14-0020611,Building fire                                     ,2014/06/28 00:00:00,15:15:15,16 ,1624    ,2                        ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,44.978919,-93.30148,111 ,2014/06/28 00:00:00,15:35:50,1,1,2014/06/30 05:51:33,Jun 28 2014  3:15PM,Jun 28 2014  3:35PM
-93.212643,44.915661,1095,14-0019153,Building fire                                     ,2014/06/16 00:00:00,04:27:02,12 ,4825    ,MINNEHAHA                ,AVE ,  ,                                        ,               ,  ,                         ,    ,  ,44.915661,-93.212643,111 ,2014/06/16 00:00:00,05:51:31,1,1,2014/06/18 05:51:35,Jun 16 2014  4:27AM,Jun 16 2014  5:51AM
-93.289522,45.000237,1096,14-0019218,"Cooking fire, confined to container               ",2014/06/16 00:00:00,19:55:03,04 ,801     ,21                       ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.000237,-93.289522,113 ,2014/06/16 00:00:00,20:09:49,1,1,2014/06/18 05:51:35,Jun 16 2014  7:55PM,Jun 16 2014  8:09PM
-93.299077,45.037894,1097,14-0020350,"Cooking fire, confined to container               ",2014/06/26 00:00:00,09:37:13,20 ,4550    ,Humboldt                 ,AVE ,N ,                                        ,               ,  ,                         ,    ,  ,45.037894,-93.299077,113 ,2014/06/26 00:00:00,09:48:13,1,1,2014/06/27 05:51:35,Jun 26 2014  9:37AM,Jun 26 2014  9:48AM
-93.236944,44.973889,1098,14-0019289,Chemical reaction rupture of process vessel       ,2014/06/17 00:00:00,13:11:55,19 ,207     ,Pleasant                 ,ST  ,SE,                                        ,439            ,  ,                         ,    ,  ,44.973889,-93.236944,231 ,2014/06/17 00:00:00,14:11:15,1,1,2014/06/18 05:51:35,Jun 17 2014  1:11PM,Jun 17 2014  2:11PM
